StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65_Browser,Q65_Version,Q65_Operating System,Q65_Resolution,1_importance,1_newsworthy,1_familiarity,1_observedFrequency,1_desiredFrequency,2_importance,2_newsworthy,2_familiarity,2_observedFrequency,2_desiredFrequency,3_importance,3_newsworthy,3_familiarity,3_observedFrequency,3_desiredFrequency,4_importance,4_newsworthy,4_familiarity,4_observedFrequency,4_desiredFrequency,5_importance,5_newsworthy,5_familiarity,5_observedFrequency,5_desiredFrequency,6_importance,6_newsworthy,6_familiarity,6_observedFrequency,6_desiredFrequency,7_importance,7_newsworthy,7_familiarity,7_observedFrequency,7_desiredFrequency,8_importance,8_newsworthy,8_familiarity,8_observedFrequency,8_desiredFrequency,9_importance,9_newsworthy,9_familiarity,9_observedFrequency,9_desiredFrequency,10_importance,10_newsworthy,10_familiarity,10_observedFrequency,10_desiredFrequency,11_importance,11_newsworthy,11_familiarity,11_observedFrequency,11_desiredFrequency,12_importance,12_newsworthy,12_familiarity,12_observedFrequency,12_desiredFrequency,13_importance,13_newsworthy,13_familiarity,13_observedFrequency,13_desiredFrequency,14_importance,14_newsworthy,14_familiarity,14_observedFrequency,14_desiredFrequency,15_importance,15_newsworthy,15_familiarity,15_observedFrequency,15_desiredFrequency,16_importance,16_newsworthy,16_familiarity,16_observedFrequency,16_desiredFrequency,17_importance,17_newsworthy,17_familiarity,17_observedFrequency,17_desiredFrequency,18_importance,18_newsworthy,18_familiarity,18_observedFrequency,18_desiredFrequency,19_importance,19_newsworthy,19_familiarity,19_observedFrequency,19_desiredFrequency,20_importance,20_newsworthy,20_familiarity,20_observedFrequency,20_desiredFrequency,21_importance,21_newsworthy,21_familiarity,21_observedFrequency,21_desiredFrequency,22_importance,22_newsworthy,22_familiarity,22_observedFrequency,22_desiredFrequency,23_importance,23_newsworthy,23_familiarity,23_observedFrequency,23_desiredFrequency,24_importance,24_newsworthy,24_familiarity,24_observedFrequency,24_desiredFrequency,25_importance,25_newsworthy,25_familiarity,25_observedFrequency,25_desiredFrequency,26_importance,26_newsworthy,26_familiarity,26_observedFrequency,26_desiredFrequency,27_importance,27_newsworthy,27_familiarity,27_observedFrequency,27_desiredFrequency,28_importance,28_newsworthy,28_familiarity,28_observedFrequency,28_desiredFrequency,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,god,Random,Google,Comments,Length,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,endloop
2022-08-02 18:48:25,2022-08-02 19:02:07,IP Address,174.107.236.15,100,822,True,2022-08-02 19:02:10,R_2tA53fmpP7sYg5X,"","","","",33.9133,-80.3587,anonymous,EN,Chrome,103.0.0.0,Android 8.1.0,412x732,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",Some Importance,Some newsworthiness,Know a Little,About one every other week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",Low importance,Very low newsworthiness,Heard of It,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31,Male,"",Bachelor's degree in college (4-year),"$50,000 to $59,999",White/Caucasian,"",Not at all   0,Yes,No,"","","","","","","","","","","","",0
2022-08-02 18:56:05,2022-08-02 19:02:13,IP Address,174.49.223.17,100,367,True,2022-08-02 19:02:13,R_U9r23DByugV0i4N,"","","","",39.9517,-76.7064,anonymous,EN,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,"","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know It Well,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","",Very low importance,Low newsworthiness,"",None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",38,Female,"",Some college but no degree,"$70,000 to $79,999",Black or African American,"",Very Much   7,No,No,none,10 minutes,"","","","","","","","","","",0
2022-08-02 18:50:09,2022-08-02 19:02:18,IP Address,98.203.47.249,100,729,True,2022-08-02 19:02:18,R_2zzLFGq2wc7iOeY,"","","","",25.9487,-80.2819,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1600x900,"","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""",Low importance,Low newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54,Female,"",Some college but no degree,"Less than $10,000",Black or African American,"",Very Much   7,No,No,Thank you for allowing me to participate in this survey.,It took about 12 minutes.,"","","","","","","","","","",0
2022-08-02 18:59:54,2022-08-02 19:02:26,IP Address,136.55.51.200,100,151,True,2022-08-02 19:02:26,R_1hJWB9RcscQoUMT,"","","","",33.7657,-84.2951,anonymous,EN,Chrome,103.0.0.0,Macintosh,1440x900,"","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Know a Fair Amount,None at all this month,"Less news about """"${lm://Field/1}""""",Some Importance,High newsworthiness,Know a Fair Amount,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Fair Amount,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Fair Amount,About one per week,"Less news about """"${lm://Field/1}""""",24,Male,"",Bachelor's degree in college (4-year),"$60,000 to $69,999",White/Caucasian,"",1,No,No,none,five minutes,"","","","","","","","","","",0
2022-08-02 18:59:43,2022-08-02 19:02:27,IP Address,76.176.31.224,100,164,True,2022-08-02 19:02:28,R_3HAix7ye3eOL5DT,"","","","",34.074,-118.2611,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very high importance,Very high newsworthiness,Know a Fair Amount,Multiple times daily,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know It Well,Daily,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",No importance,No newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",44,Male,"",Master's degree,"$40,000 to $49,999",White/Caucasian,"",3,No,No,n/a,3 min,"","","","","","","","","","",0
2022-08-02 19:00:54,2022-08-02 19:02:30,IP Address,24.113.249.73,100,95,True,2022-08-02 19:02:30,R_ZISeZgopxBhdNNn,"","","","",47.6952,-122.7195,anonymous,EN,Edge,103.0.1264.77,Windows NT 10.0,1536x864,"","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Little,Daily,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Fair Amount,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Little,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Low importance,Some newsworthiness,Know a Fair Amount,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",25,Female,"",Doctoral degree,"$40,000 to $49,999",Black or African American,"",4,No,No,N/A,3,"","","","","","","","","","",0
2022-08-02 18:53:41,2022-08-02 19:02:36,IP Address,104.33.137.121,100,534,True,2022-08-02 19:02:36,R_3PTadTDMFhfEwUy,"","","","",34.1438,-117.2548,anonymous,EN,Firefox,103.0,Windows NT 10.0,1920x1080,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Some newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",28,Male,"",Some college but no degree,"$70,000 to $79,999",American Indian or Alaska Native,"",Very Much   7,No,No,"","","","","","","","","","","","",0
2022-08-02 19:02:11,2022-08-02 19:03:43,IP Address,73.214.137.236,100,91,True,2022-08-02 19:03:43,R_3npaGgK9suFzaxn,"","","","",40.6189,-79.159,anonymous,EN,Chrome,103.0.0.0,Macintosh,1440x900,"","","","","","","","","","",High Importance,High newsworthiness,Know a Little,About one per week,"More news about """"${lm://Field/1}""""","","","","","",Low importance,Low newsworthiness,Know a Little,A few times a week,"Less news about """"${lm://Field/1}""""",Low importance,Low newsworthiness,Know a Little,About one per week,"More news about """"${lm://Field/1}""""",High Importance,High newsworthiness,Know a Little,About one every other week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Heard of It,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30,Male,"",Bachelor's degree in college (4-year),"$20,000 to $29,999",White/Caucasian,"",Not at all   0,No,No,no comment.,3 mins.,"","","","","","","","","","",0
2022-08-02 18:53:22,2022-08-02 19:04:10,IP Address,72.187.184.137,100,648,True,2022-08-02 19:04:11,R_9BtDk2GoP9IMEsV,"","","","",27.9611,-81.9398,anonymous,EN,Firefox,103.0,Windows NT 10.0,1366x768,"","","","","",Some Importance,Some newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,High newsworthiness,Know a Fair Amount,About one per week,"More news about """"${lm://Field/1}""""","","","","","","","","","","",Some Importance,Some newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Heard of It,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know It Well,A few times a week,"More news about """"${lm://Field/1}""""",27,Female,"",High school graduate (high school diploma or equivalent including GED),"$40,000 to $49,999",White/Caucasian,"",1,No,No,"",10 minutes,"","","","","","","","","","",0
2022-08-02 18:47:04,2022-08-02 18:49:09,IP Address,24.171.44.136,100,124,True,2022-08-02 19:04:22,R_2uUTvWKoGkj98fK,"","","","",38.544,-91.0155,anonymous,EN,Chrome,104.0.5112.34,Windows NT 10.0,2560x1080,Very high importance,Very high newsworthiness,Know a Fair Amount,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Some newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",25,Male,"",High school graduate (high school diploma or equivalent including GED),"$30,000 to $39,999",White/Caucasian,"",Not at all   0,No,No,"","","","","","","","","","","","",0
2022-08-02 19:02:56,2022-08-02 19:05:25,IP Address,174.215.178.164,100,149,True,2022-08-02 19:05:26,R_AiFF2adn1dleCkh,"","","","",33.7485,-84.3871,anonymous,EN,Safari iPhone,15.6,iPhone,414x736,"","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""",Low importance,Low newsworthiness,Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",Low importance,Some newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",38,Female,"",Associate degree in college (2-year),"$30,000 to $39,999",White/Caucasian,"",6,No,No,"",3 minutes ,"","","","","","","","","","",0
2022-08-02 19:03:17,2022-08-02 19:05:37,IP Address,76.221.154.90,100,139,True,2022-08-02 19:05:37,R_1BV2mXofMgYqxcK,"","","","",39.9914,-83.0034,anonymous,EN,Firefox,103.0,Windows NT 10.0,1920x1080,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"More news about """"${lm://Field/1}""""","","","","","",High Importance,Very high newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Some newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",Low importance,Low newsworthiness,Know a Little,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","",Very low importance,Very low newsworthiness,Know a Fair Amount,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",20,Transgender Male,"",Some college but no degree,"$10,000 to $19,999",White/Caucasian,"",Not at all   0,No,No,"","2 minutes, 12 seconds","","","","","","","","","","",0
2022-08-02 19:01:29,2022-08-02 19:05:47,IP Address,74.75.45.72,100,258,True,2022-08-02 19:05:48,R_3MtFnrJpdFV27Wc,"","","","",44.8227,-68.8001,anonymous,EN,Chrome,76.0.3809.136,CrOS x86_64 12239.92.0,1366x768,Very high importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"More news about """"${lm://Field/1}""""",Some Importance,Low newsworthiness,Heard of It,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","",High Importance,Some newsworthiness,Know a Little,About one per week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31,Prefer not to answer,"",High school graduate (high school diploma or equivalent including GED),"$30,000 to $39,999",Other,Mutt,1,No,No,"",4 minutes,"","","","","","","","","","",0
